Period,Frame,Time [s],Team,Player,X,Y,Ball_x,Ball_y
1,213,8.52,Team B,9,22.714012803027842,67.23730269984435,69.10639413751248,49.82068280299178
1,213,8.52,Team B,10,97.14684369675003,49.54178877951827,69.10639413751248,49.82068280299178
1,214,8.56,Team A,0,24.044894636792684,32.18225051217135,68.92639512603287,49.82127934834871
1,214,8.56,Team A,1,24.832058673381763,49.330958143737625,68.92639512603287,49.82127934834871
1,214,8.56,Team A,2,24.486067882477652,67.2427245650506,68.92639512603287,49.82127934834871
1,214,8.56,Team A,3,23.399963979937876,85.44514307023397,68.92639512603287,49.82127934834871
1,214,8.56,Team A,4,50.30269547402744,35.81829352785818,68.92639512603287,49.82127934834871
1,214,8.56,Team A,5,72.32800849196175,50.028424471107385,68.92639512603287,49.82127934834871
1,214,8.56,Team A,6,49.82752467248838,64.21245997027829,68.92639512603287,49.82127934834871
1,214,8.56,Team A,7,49.8821639368852,80.32593407694705,68.92639512603287,49.82127934834871
1,214,8.56,Team A,8,77.76681803992157,39.241239332209396,68.92639512603287,49.82127934834871
1,214,8.56,Team A,9,78.04049919052444,60.90507384278677,68.92639512603287,49.82127934834871
1,214,8.56,Team A,10,2.167019002331144,50.27668354696556,68.92639512603287,49.82127934834871
1,214,8.56,Team B,0,76.22620818772434,39.396855520303276,68.92639512603287,49.82127934834871
1,214,8.56,Team B,1,68.65639660881345,49.8221741663841,68.92639512603287,49.82127934834871
1,214,8.56,Team B,2,76.35118061451854,60.349148224895174,68.92639512603287,49.82127934834871
1,214,8.56,Team B,3,79.4713083871389,78.75197401161863,68.92639512603287,49.82127934834871
1,214,8.56,Team B,4,53.85474271445521,39.83673630449109,68.92639512603287,49.82127934834871
1,214,8.56,Team B,5,56.19947023158413,49.930360788253495,68.92639512603287,49.82127934834871
1,214,8.56,Team B,6,53.184935872614865,60.72770351550272,68.92639512603287,49.82127934834871
1,214,8.56,Team B,7,53.57031593376208,79.37318493685973,68.92639512603287,49.82127934834871
1,214,8.56,Team B,8,22.99507114277803,32.19862108996349,68.92639512603287,49.82127934834871
1,214,8.56,Team B,9,22.70298414780169,67.15806654165945,68.92639512603287,49.82127934834871
1,214,8.56,Team B,10,97.12219918876913,49.465679330522896,68.92639512603287,49.82127934834871
1,215,8.6,Team A,0,24.071899134382374,32.257554941721864,68.65639660881345,49.8221741663841
1,215,8.6,Team A,1,24.753900667076994,49.313889867595506,68.65639660881345,49.8221741663841
1,215,8.6,Team A,2,24.534527235350645,67.17907166944379,68.65639660881345,49.8221741663841
1,215,8.6,Team A,3,23.384519699429056,85.36664801179354,68.65639660881345,49.8221741663841
1,215,8.6,Team A,4,50.231502252272456,35.781803458302946,68.65639660881345,49.8221741663841
1,215,8.6,Team A,5,72.26805625365236,49.97545533743792,68.65639660881345,49.8221741663841
1,215,8.6,Team A,6,49.81977937127665,64.29208415196413,68.65639660881345,49.8221741663841
1,215,8.6,Team A,7,49.830037327812875,80.2652478624777,68.65639660881345,49.8221741663841
1,215,8.6,Team A,8,77.6885198983322,39.33217557923802,68.65639660881345,49.8221741663841
1,215,8.6,Team A,9,77.96295595966862,60.81349301865617,68.65639660881345,49.8221741663841
1,215,8.6,Team A,10,2.089176834298721,50.25822828007472,68.65639660881345,49.8221741663841
1,215,8.6,Team B,0,76.15570215996038,39.49395804369453,68.65639660881345,49.8221741663841
1,215,8.6,Team B,1,68.25139883298432,49.82351639343719,68.65639660881345,49.8221741663841
1,215,8.6,Team B,2,76.28036665439157,60.25227003823205,68.65639660881345,49.8221741663841
1,215,8.6,Team B,3,79.42928860501841,78.63957144087158,68.65639660881345,49.8221741663841
1,215,8.6,Team B,4,53.800919429478085,39.77754970132558,68.65639660881345,49.8221741663841
1,215,8.6,Team B,5,56.133824996833106,49.97608499578608,68.65639660881345,49.8221741663841
1,215,8.6,Team B,6,53.14949325587096,60.6559830796539,68.65639660881345,49.8221741663841
1,215,8.6,Team B,7,53.49053375634895,79.36728543118387,68.65639660881345,49.8221741663841
1,215,8.6,Team B,8,23.042486449113497,32.26305546530084,68.65639660881345,49.8221741663841
1,215,8.6,Team B,9,22.710732339453436,67.078442641189,68.65639660881345,49.8221741663841
1,215,8.6,Team B,10,97.11823924505967,49.38577739784403,68.65639660881345,49.8221741663841
1,216,8.64,Team A,0,24.14633121979052,32.28687839073105,68.65639660881345,49.8221741663841
1,216,8.64,Team A,1,24.83389530600919,49.31481601127104,68.65639660881345,49.8221741663841
1,216,8.64,Team A,2,24.608973963803894,67.14978541631014,68.65639660881345,49.8221741663841
1,216,8.64,Team A,3,23.44744291164617,85.31724488067536,68.65639660881345,49.8221741663841
1,216,8.64,Team A,4,50.23838522364458,35.861506812718495,68.65639660881345,49.8221741663841
1,216,8.64,Team A,5,72.23471414345141,50.04817606135723,68.65639660881345,49.8221741663841
1,216,8.64,Team A,6,49.76144635578197,64.34683138297444,68.65639660881345,49.8221741663841
1,216,8.64,Team A,7,49.84239267119509,80.18620771135241,68.65639660881345,49.8221741663841
1,216,8.64,Team A,8,77.61022175674283,39.42311182626664,68.65639660881345,49.8221741663841
1,216,8.64,Team A,9,77.8854127288128,60.721912194525565,68.65639660881345,49.8221741663841
1,216,8.64,Team A,10,2.1219293097809713,50.18524009370333,68.65639660881345,49.8221741663841
1,216,8.64,Team B,0,76.08519613219643,39.59106056708579,68.65639660881345,49.8221741663841
1,216,8.64,Team B,1,68.37139817397073,49.82311869653257,68.65639660881345,49.8221741663841
1,216,8.64,Team B,2,76.2095526942646,60.15539185156892,68.65639660881345,49.8221741663841
1,216,8.64,Team B,3,79.38726882289792,78.52716887012453,68.65639660881345,49.8221741663841
1,216,8.64,Team B,4,53.75515621835272,39.843167751490874,68.65639660881345,49.8221741663841
1,216,8.64,Team B,5,56.09390998986144,50.04541602937459,68.65639660881345,49.8221741663841
1,216,8.64,Team B,6,53.09520459425469,60.59722304885137,68.65639660881345,49.8221741663841
1,216,8.64,Team B,7,53.49463495950889,79.2873906245151,68.65639660881345,49.8221741663841
1,216,8.64,Team B,8,22.96989949390094,32.229423130666284,68.65639660881345,49.8221741663841
1,216,8.64,Team B,9,22.675862722389958,67.15044340372556,68.65639660881345,49.8221741663841
1,216,8.64,Team B,10,97.0947959777486,49.309289403898696,68.65639660881345,49.8221741663841
1,217,8.68,Team A,0,24.153835685652528,32.20723114977365,68.37139817397073,49.82311869653257
1,217,8.68,Team A,1,24.773369241649277,49.36712849097808,68.37139817397073,49.82311869653257
1,217,8.68,Team A,2,24.605325642737064,67.06986864864906,68.37139817397073,49.82311869653257
1,217,8.68,Team A,3,23.446807328295264,85.23724740550392,68.37139817397073,49.82311869653257
1,217,8.68,Team A,4,50.244805752370276,35.94124875156427,68.37139817397073,49.82311869653257
1,217,8.68,Team A,5,72.19684925921358,49.9777044320185,68.37139817397073,49.82311869653257
1,217,8.68,Team A,6,49.77401742508636,64.26782525525928,68.37139817397073,49.82311869653257
1,217,8.68,Team A,7,49.815159560274395,80.11098565561355,68.37139817397073,49.82311869653257
1,217,8.68,Team A,8,77.53052521502008,39.51282504289291,68.37139817397073,49.82311869653257
1,217,8.68,Team A,9,77.80649760100398,60.63151085270522,68.37139817397073,49.82311869653257
1,217,8.68,Team A,10,2.073771723923992,50.24912160060813,68.37139817397073,49.82311869653257
1,217,8.68,Team B,0,76.01295808773827,39.686881571739576,68.37139817397073,49.82311869653257
1,217,8.68,Team B,1,68.19139916249112,49.823715241889495,68.37139817397073,49.82311869653257
1,217,8.68,Team B,2,76.13702703104452,60.05978835699634,68.37139817397073,49.82311869653257
1,217,8.68,Team B,3,79.3442734520496,78.41513584782479,68.37139817397073,49.82311869653257
1,217,8.68,Team B,4,53.72484690631957,39.91720386162692,68.37139817397073,49.82311869653257
1,217,8.68,Team B,5,56.07376741848459,50.12283874450606,68.37139817397073,49.82311869653257
1,217,8.68,Team B,6,53.07239012974565,60.67390094794339,68.37139817397073,49.82311869653257
1,217,8.68,Team B,7,53.482485917557334,79.20831850060496,68.37139817397073,49.82311869653257
1,217,8.68,Team B,8,23.03433728115142,32.18201246125251,68.37139817397073,49.82311869653257
1,217,8.68,Team B,9,22.679293356357803,67.23036981206835,68.37139817397073,49.82311869653257
1,217,8.68,Team B,10,97.069669275391,49.23333778226603,68.37139817397073,49.82311869653257
1,218,8.72,Team A,0,24.073960879923547,32.21170500826022,68.19139916249112,49.823715241889495
1,218,8.72,Team A,1,24.77394237948073,49.44712643790815,68.19139916249112,49.823715241889495
1,218,8.72,Team A,2,24.607314936654898,66.98989338553784,68.19139916249112,49.823715241889495
1,218,8.72,Team A,3,23.45120109466488,85.1573681540234,68.19139916249112,49.823715241889495
1,218,8.72,Team A,4,50.22442110383819,36.01860808263831,68.19139916249112,49.823715241889495
1,218,8.72,Team A,5,72.11786621023015,49.99041969738261,68.19139916249112,49.823715241889495
1,218,8.72,Team A,6,49.7607906023884,64.18892626184798,68.19139916249112,49.823715241889495
1,218,8.72,Team A,7,49.77538718926078,80.04157269930167,68.19139916249112,49.823715241889495
1,218,8.72,Team A,8,77.4499671274837,39.60176544165794,68.19139916249112,49.823715241889495
1,218,8.72,Team A,9,77.72673609221519,60.541855391545646,68.19139916249112,49.823715241889495
1,218,8.72,Team A,10,1.9958416011784323,50.23104133598446,68.19139916249112,49.823715241889495
1,218,8.72,Team B,0,75.93965159203672,39.78188766463872,68.19139916249112,49.823715241889495
1,218,8.72,Team B,1,67.9214006452717,49.824610059924886,68.19139916249112,49.823715241889495
1,218,8.72,Team B,2,76.06344514183405,59.964995395336636,68.19139916249112,49.823715241889495
1,218,8.72,Team B,3,79.30066448365585,78.3033402402383,68.19139916249112,49.823715241889495
1,218,8.72,Team B,4,53.702710476198384,39.994080245916834,68.19139916249112,49.823715241889495
1,218,8.72,Team B,5,56.07544641937204,50.04285636547155,68.19139916249112,49.823715241889495
1,218,8.72,Team B,6,53.05761714254636,60.5952767859497,68.19139916249112,49.823715241889495
1,218,8.72,Team B,7,53.44974700397934,79.13532423002341,68.19139916249112,49.823715241889495
1,218,8.72,Team B,8,23.042992319049297,32.26154289768402,68.19139916249112,49.823715241889495
1,218,8.72,Team B,9,22.743365603549883,67.18246629299347,68.19139916249112,49.823715241889495
1,218,8.72,Team B,10,97.04082016532607,49.30795499776259,68.19139916249112,49.823715241889495
1,219,8.76,Team A,0,24.02548319216023,32.27534394122678,67.9214006452717,49.824610059924886
1,219,8.76,Team A,1,24.702548363410738,49.41103080840266,67.9214006452717,49.824610059924886
1,219,8.76,Team A,2,24.58734016703593,66.91242720853995,67.9214006452717,49.824610059924886
1,219,8.76,Team A,3,23.437503874690318,85.07854946230013,67.9214006452717,49.824610059924886
1,219,8.76,Team A,4,50.181177834793424,35.951302661739824,67.9214006452717,49.824610059924886
1,219,8.76,Team A,5,72.05442397390622,49.94168487769258,67.9214006452717,49.824610059924886
1,219,8.76,Team A,6,49.70750628380694,64.24859854514023,67.9214006452717,49.824610059924886
1,219,8.76,Team A,7,49.76820180102374,79.96189603900592,67.9214006452717,49.824610059924886
1,219,8.76,Team A,8,77.36814749076693,39.68954668707823,67.9214006452717,49.824610059924886
1,219,8.76,Team A,9,77.64573359491112,60.453319548913946,67.9214006452717,49.824610059924886
1,219,8.76,Team A,10,2.046408347960954,50.169049367796376,67.9214006452717,49.824610059924886
1,219,8.76,Team B,0,75.86477890593635,39.87566442549189,67.9214006452717,49.824610059924886
1,219,8.76,Team B,1,67.51640286944257,49.82595228697797,67.9214006452717,49.824610059924886
1,219,8.76,Team B,2,75.98831454427251,59.87142513665341,67.9214006452717,49.824610059924886
1,219,8.76,Team B,3,79.25613885342919,78.19190654581458,67.9214006452717,49.824610059924886
1,219,8.76,Team B,4,53.717066033045676,40.072781694363506,67.9214006452717,49.824610059924886
1,219,8.76,Team B,5,56.05361393841351,49.965893109464574,67.9214006452717,49.824610059924886
1,219,8.76,Team B,6,53.0076729207852,60.532782188481825,67.9214006452717,49.824610059924886
1,219,8.76,Team B,7,53.370459496348076,79.12467100827493,67.9214006452717,49.824610059924886
1,219,8.76,Team B,8,23.02827748513265,32.18290783131535,67.9214006452717,49.824610059924886
1,219,8.76,Team B,9,22.76060702933999,67.26058628554803,67.9214006452717,49.824610059924886
1,219,8.76,Team B,10,96.99890517447653,49.37609554033516,67.9214006452717,49.824610059924886
1,220,8.8,Team A,0,24.099766636952957,32.30504191808929,67.9214006452717,49.824610059924886
1,220,8.8,Team A,1,24.78254470071206,49.41179632677158,67.9214006452717,49.824610059924886
1,220,8.8,Team A,2,24.661762981156862,66.8830802370042,67.9214006452717,49.824610059924886
1,220,8.8,Team A,3,23.500201795607488,85.02886072401202,67.9214006452717,49.824610059924886
1,220,8.8,Team A,4,50.15976164605732,36.02838279445909,67.9214006452717,49.824610059924886
1,220,8.8,Team A,5,72.0026078107766,50.00263637675966,67.9214006452717,49.824610059924886
1,220,8.8,Team A,6,49.787459840117805,64.24587295653484,67.9214006452717,49.824610059924886
1,220,8.8,Team A,7,49.759911693460374,79.88232673514703,67.9214006452717,49.824610059924886
1,220,8.8,Team A,8,77.28632785405016,39.777327932498515,67.9214006452717,49.824610059924886
1,220,8.8,Team A,9,77.56473109760705,60.364783706282246,67.9214006452717,49.824610059924886
1,220,8.8,Team A,10,2.0833622336415285,50.240002946515894,67.9214006452717,49.824610059924886
1,220,8.8,Team B,0,75.78990621983597,39.969441186345065,67.9214006452717,49.824610059924886
1,220,8.8,Team B,1,67.63640221042898,49.82555459007335,67.9214006452717,49.824610059924886
1,220,8.8,Team B,2,75.91318394671097,59.77785487797018,67.9214006452717,49.824610059924886
1,220,8.8,Team B,3,79.21161322320253,78.08047285139085,67.9214006452717,49.824610059924886
1,220,8.8,Team B,4,53.71278923377927,39.99289609498518,67.9214006452717,49.824610059924886
1,220,8.8,Team B,5,56.04843097847284,50.04572503870503,67.9214006452717,49.824610059924886
1,220,8.8,Team B,6,53.023805593829046,60.454425715485264,67.9214006452717,49.824610059924886
1,220,8.8,Team B,7,53.31348933163883,79.06850695987205,67.9214006452717,49.824610059924886
1,220,8.8,Team B,8,22.962049027867668,32.13803254359147,67.9214006452717,49.824610059924886
1,220,8.8,Team B,9,22.738680442359353,67.33752278393067,67.9214006452717,49.824610059924886
1,220,8.8,Team B,10,96.99904555800107,49.45609541716298,67.9214006452717,49.824610059924886
1,221,8.84,Team A,0,24.112536531230283,32.22606768304933,67.63640221042898,49.82555459007335
1,221,8.84,Team A,1,24.78305022726022,49.33179792401934,67.63640221042898,49.82555459007335
1,221,8.84,Team A,2,24.68848815869873,66.80767622593478,67.63640221042898,49.82555459007335
1,221,8.84,Team A,3,23.474249755762944,84.95318713794721,67.63640221042898,49.82555459007335
1,221,8.84,Team A,4,50.16092104115699,36.108374392786686,67.63640221042898,49.82555459007335
1,221,8.84,Team A,5,71.97993718678381,49.9259158266588,67.63640221042898,49.82555459007335
1,221,8.84,Team A,6,49.74119730741287,64.31113993185717,67.63640221042898,49.82555459007335
1,221,8.84,Team A,7,49.70917568551553,79.94418025160181,67.63640221042898,49.82555459007335
1,221,8.84,Team A,8,77.20320777343788,39.86387879730649,67.63640221042898,49.82555459007335
1,221,8.84,Team A,9,77.48244754995181,60.2774371677975,67.63640221042898,49.82555459007335
1,221,8.84,Team A,10,2.048530650583416,50.16798377669517,67.63640221042898,49.82555459007335
1,221,8.84,Team B,0,75.71341635531752,40.06190361453052,67.63640221042898,49.82555459007335
1,221,8.84,Team B,1,67.45640319894937,49.82615113543028,67.63640221042898,49.82555459007335
1,221,8.84,Team B,2,75.83645378203384,59.68559176600976,67.63640221042898,49.82555459007335
1,221,8.84,Team B,3,79.16612213931468,77.96942979088409,67.63640221042898,49.82555459007335
1,221,8.84,Team B,4,53.64370441903813,40.03323575750463,67.63640221042898,49.82555459007335
1,221,8.84,Team B,5,56.088646707619844,50.11488207109635,67.63640221042898,49.82555459007335
1,221,8.84,Team B,6,53.008473634354395,60.375908640790215,67.63640221042898,49.82555459007335
1,221,8.84,Team B,7,53.23459477564955,79.05525369479304,67.63640221042898,49.82555459007335
1,221,8.84,Team B,8,22.937156861437522,32.21406135425173,67.63640221042898,49.82555459007335
1,221,8.84,Team B,9,22.699977198341482,67.40753748883252,67.63640221042898,49.82555459007335
1,221,8.84,Team B,10,97.06238337480576,49.50496586797342,67.63640221042898,49.82555459007335
1,222,8.88,Team A,0,24.057625687010535,32.28424671008721,67.45640319894937,49.82615113543028
1,222,8.88,Team A,1,24.786690638288967,49.41171505239331,67.45640319894937,49.82615113543028
1,222,8.88,Team A,2,24.673503017855623,66.72909222276675,67.45640319894937,49.82615113543028
1,222,8.88,Team A,3,23.45486246462461,84.87557184987638,67.45640319894937,49.82615113543028
1,222,8.88,Team A,4,50.1095652691299,36.047034481802875,67.45640319894937,49.82615113543028
1,222,8.88,Team A,5,71.9095956644045,49.96402186593556,67.45640319894937,49.82615113543028
1,222,8.88,Team A,6,49.75963615175357,64.23329387210217,67.45640319894937,49.82615113543028
1,222,8.88,Team A,7,49.69990679710591,79.86471901760906,67.45640319894937,49.82615113543028
1,222,8.88,Team A,8,77.11928762049774,39.94965413135134,67.45640319894937,49.82615113543028
1,222,8.88,Team A,9,77.39937473932457,60.19084093153697,67.45640319894937,49.82615113543028
1,222,8.88,Team A,10,2.0473052666030114,50.087993162032575,67.45640319894937,49.82615113543028
1,222,8.88,Team B,0,75.63593086556332,40.15353329791726,67.45640319894937,49.82615113543028
1,222,8.88,Team B,1,67.18640468172995,49.82704595346567,67.45640319894937,49.82615113543028
1,222,8.88,Team B,2,75.75873852338792,59.59415687893924,67.45640319894937,49.82615113543028
1,222,8.88,Team B,3,79.12002413983521,77.858637307186,67.45640319894937,49.82615113543028
1,222,8.88,Team B,4,53.72081330486742,40.01192332624572,67.45640319894937,49.82615113543028
1,222,8.88,Team B,5,56.09698133778951,50.19444672367484,67.45640319894937,49.82615113543028
1,222,8.88,Team B,6,52.97658001480368,60.44927618832967,67.45640319894937,49.82615113543028
1,222,8.88,Team B,7,53.24241534260103,78.97563687036153,67.45640319894937,49.82615113543028
1,222,8.88,Team B,8,22.96858572182512,32.140493516613695,67.45640319894937,49.82615113543028
1,222,8.88,Team B,9,22.734408127653033,67.33532591699847,67.45640319894937,49.82615113543028
1,222,8.88,Team B,10,97.09399222111603,49.431475182611706,67.45640319894937,49.82615113543028
1,223,8.92,Team A,0,24.079615143518097,32.20732815704243,67.18640468172995,49.82704595346567
1,223,8.92,Team A,1,24.74158343525402,49.477785773854215,67.18640468172995,49.82704595346567
1,223,8.92,Team A,2,24.67577306040635,66.64912443608475,67.18640468172995,49.82704595346567
1,223,8.92,Team A,3,23.44291567011985,84.79646891629575,67.18640468172995,49.82704595346567
1,223,8.92,Team A,4,50.102989602616105,36.126763777609995,67.18640468172995,49.82704595346567
1,223,8.92,Team A,5,71.86164987561231,49.89998124338163,67.18640468172995,49.82704595346567
1,223,8.92,Team A,6,49.74009061498406,64.31086946099707,67.18640468172995,49.82704595346567
1,223,8.92,Team A,7,49.7059583865987,79.78494823182497,67.18640468172995,49.82704595346567
1,223,8.92,Team A,8,77.0341974569788,40.03426892953889,67.18640468172995,49.82704595346567
1,223,8.92,Team A,9,77.31514614793699,60.10536845413715,67.18640468172995,49.82704595346567
1,223,8.92,Team A,10,2.046005845863582,50.16798260824732,67.18640468172995,49.82704595346567
1,223,8.92,Team B,0,75.55698864265871,40.24391098013404,67.18640468172995,49.82704595346567
1,223,8.92,Team B,1,66.78140690590082,49.82838818051876,67.18640468172995,49.82704595346567
1,223,8.92,Team B,2,75.67958149924318,59.50396727017775,67.18640468172995,49.82704595346567
1,223,8.92,Team B,3,79.07301990327825,77.74822624910894,67.18640468172995,49.82704595346567
1,223,8.92,Team B,4,53.680580171827216,40.08107023511206,67.18640468172995,49.82704595346567
1,223,8.92,Team B,5,56.048160840964044,50.13107039457859,67.18640468172995,49.82704595346567
1,223,8.92,Team B,6,53.01097060383749,60.521506980834715,67.18640468172995,49.82704595346567
1,223,8.92,Team B,7,53.189178908668254,78.9159218630173,67.18640468172995,49.82704595346567
1,223,8.92,Team B,8,22.951592769998893,32.21866793434886,67.18640468172995,49.82704595346567
1,223,8.92,Team B,9,22.728716294421947,67.2555286549247,67.18640468172995,49.82704595346567
1,223,8.92,Team B,10,97.15576458606422,49.48230996331063,67.18640468172995,49.82704595346567
1,224,8.96,Team A,0,24.153667853607853,32.23759688890161,67.18640468172995,49.82704595346567
1,224,8.96,Team A,1,24.82158072701703,49.47844403716336,67.18640468172995,49.82704595346567
1,224,8.96,Team A,2,24.750160611053886,66.61968819466944,67.18640468172995,49.82704595346567
1,224,8.96,Team A,3,23.505402848191927,84.74651541214851,67.18640468172995,49.82704595346567
1,224,8.96,Team A,4,50.09830267981964,36.20662636431178,67.18640468172995,49.82704595346567
1,224,8.96,Team A,5,71.81171775829537,49.9624855125178,67.18640468172995,49.82704595346567
1,224,8.96,Team A,6,49.72483198881667,64.38940081987671,67.18640468172995,49.82704595346567
1,224,8.96,Team A,7,49.708444458579024,79.70498686961729,67.18640468172995,49.82704595346567
1,224,8.96,Team A,8,76.94910729345986,40.11888372772644,67.18640468172995,49.82704595346567
1,224,8.96,Team A,9,77.2309175565494,60.01989597673733,67.18640468172995,49.82704595346567
1,224,8.96,Team A,10,1.9765293802641677,50.128321282906214,67.18640468172995,49.82704595346567
1,224,8.96,Team B,0,75.4780464197541,40.33428866235082,67.18640468172995,49.82704595346567
1,224,8.96,Team B,1,66.90140624688723,49.82799048361414,67.18640468172995,49.82704595346567
1,224,8.96,Team B,2,75.60042447509845,59.41377766141627,67.18640468172995,49.82704595346567
1,224,8.96,Team B,3,79.02601566672129,77.63781519103188,67.18640468172995,49.82704595346567
1,224,8.96,Team B,4,53.68599615980546,40.16088669377955,67.18640468172995,49.82704595346567
1,224,8.96,Team B,5,56.02712195678614,50.20825436540511,67.18640468172995,49.82704595346567
1,224,8.96,Team B,6,52.9775561396063,60.59419448718995,67.18640468172995,49.82704595346567
1,224,8.96,Team B,7,53.262283828314565,78.88343077618559,67.18640468172995,49.82704595346567
1,224,8.96,Team B,8,22.918952053287818,32.14562970043957,67.18640468172995,49.82704595346567
1,224,8.96,Team B,9,22.73145713777338,67.17557562009974,67.18640468172995,49.82704595346567
1,224,8.96,Team B,10,97.17461341176265,49.40456215453256,67.18640468172995,49.82704595346567
1,225,9.0,Team A,0,24.081383528576723,32.203318960802115,66.90140624688723,49.82799048361414
1,225,9.0,Team A,1,24.82477156575502,49.55838037776103,66.90140624688723,49.82799048361414
1,225,9.0,Team A,2,24.71625010755702,66.69214561494223,66.90140624688723,49.82799048361414
1,225,9.0,Team A,3,23.562779830086225,84.80226379283084,66.90140624688723,49.82799048361414
1,225,9.0,Team A,4,50.08351762086316,36.285248257138484,66.90140624688723,49.82799048361414
1,225,9.0,Team A,5,71.76957674489087,50.03048650507851,66.90140624688723,49.82799048361414
1,225,9.0,Team A,6,49.73918067091573,64.31069811775016,66.90140624688723,49.82799048361414
1,225,9.0,Team A,7,49.723284703483394,79.62637537471241,66.90140624688723,49.82799048361414
1,225,9.0,Team A,8,76.8628129351278,40.20227007984751,66.90140624688723,49.82799048361414
1,225,9.0,Team A,9,77.1454976848744,59.93561403606778,66.90140624688723,49.82799048361414
1,225,9.0,Team A,10,1.9241762519307088,50.06783037488112,66.90140624688723,49.82799048361414
1,225,9.0,Team B,0,75.39760337234716,40.423333123851165,66.90140624688723,49.82799048361414
1,225,9.0,Team B,1,66.72140723540763,49.828587028971064,66.90140624688723,49.82799048361414
1,225,9.0,Team B,2,75.5197815990809,59.32491413375942,66.90140624688723,49.82799048361414
1,225,9.0,Team B,3,78.9780575117408,77.52781512116432,66.90140624688723,49.82799048361414
1,225,9.0,Team B,4,53.671102094950975,40.23948800949443,66.90140624688723,49.82799048361414
1,225,9.0,Team B,5,56.044260944456326,50.28639689608873,66.90140624688723,49.82799048361414
1,225,9.0,Team B,6,52.93755595157312,60.66347641093136,66.90140624688723,49.82799048361414
1,225,9.0,Team B,7,53.263153168717494,78.80343549977964,66.90140624688723,49.82799048361414
1,225,9.0,Team B,8,22.912139673371172,32.22533911945559,66.90140624688723,49.82799048361414
1,225,9.0,Team B,9,22.651545549748615,67.17181555369604,66.90140624688723,49.82799048361414
1,225,9.0,Team B,10,97.21514486738089,49.33558968824733,66.90140624688723,49.82799048361414
1,226,9.040000000000001,Team A,0,24.124813943255436,32.27050377367552,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,1,24.874328712033435,49.49557839329605,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,2,24.79546789327725,66.70330547271836,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,3,23.540249644057138,84.72550188354313,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,4,50.01666614859321,36.241306470018024,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,5,71.70402837321126,49.984623546493694,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,6,49.705706397693625,64.23803813541979,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,7,49.73644304009914,79.54746493067927,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,8,76.7757786482995,40.28488383727498,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,9,77.05934475598441,59.85208157026151,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team A,10,1.8678518141547187,50.12464197324993,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,0,75.31623800192284,40.51153559828195,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,1,66.4514087181882,49.829481847006456,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,2,75.4382252955475,59.236888175349605,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,3,78.92949999571417,77.41807831039728,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,4,53.660385658459504,40.31876699781368,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,5,56.050870739260304,50.3661233698139,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,6,52.95055795163455,60.58454005685795,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,7,53.24922812476331,78.7246567389943,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,8,22.893461328191805,32.30312806096632,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,9,22.7272453846585,67.19769092798543,66.72140723540763,49.828587028971064
1,226,9.040000000000001,Team B,10,97.19497687874203,49.4130057862778,66.72140723540763,49.828587028971064
1,227,9.08,Team A,0,24.13183941401896,32.19081285348664,66.4514087181882,49.829481847006456
1,227,9.08,Team A,1,24.804731221090638,49.45612982862676,66.4514087181882,49.829481847006456
1,227,9.08,Team A,2,24.80373717985832,66.62373400233204,66.4514087181882,49.829481847006456
1,227,9.08,Team A,3,23.56848783602467,84.65065133568672,66.4514087181882,49.829481847006456
1,227,9.08,Team A,4,50.032127426903514,36.319798182147466,66.4514087181882,49.829481847006456
1,227,9.08,Team A,5,71.63696146697554,50.0282358164182,66.4514087181882,49.829481847006456
1,227,9.08,Team A,6,49.75682455457287,64.29957620524057,66.4514087181882,49.829481847006456
1,227,9.08,Team A,7,49.737268305343726,79.46746918743455,66.4514087181882,49.829481847006456
1,227,9.08,Team A,8,76.68766355741057,40.366343832104576,66.4514087181882,49.829481847006456
1,227,9.08,Team A,9,76.97211957102482,59.76966939210339,66.4514087181882,49.829481847006456
1,227,9.08,Team A,10,1.8985827326049498,50.05077986759889,66.4514087181882,49.829481847006456
1,227,9.08,Team B,0,75.23352540934742,40.59847596306985,66.4514087181882,49.829481847006456
1,227,9.08,Team B,1,66.04641094235907,49.83082407405954,66.4514087181882,49.829481847006456
